"Tarih","Kur","Alýþ"
2014-04-16,"Euro",2.9342
2014-04-17,"Euro",2.9507
2014-04-18,"Euro",2.9505
2014-04-21,"Euro",2.9411
2014-04-22,"Euro",2.9481
2014-04-24,"Euro",2.9516
2014-04-25,"Euro",2.9568
2014-04-28,"Euro",2.9533
2014-04-29,"Euro",2.9558
2014-04-30,"Euro",2.935
2014-05-02,"Euro",2.9252
2014-05-05,"Euro",2.9194
2014-05-06,"Euro",2.9087
2014-05-07,"Euro",2.9153
2014-05-08,"Euro",2.9137
2014-05-09,"Euro",2.8917
2014-05-12,"Euro",2.8671
2014-05-13,"Euro",2.8573
2014-05-14,"Euro",2.8451
2014-05-15,"Euro",2.8409
2014-05-16,"Euro",2.8387
2014-05-20,"Euro",2.8761
2014-05-21,"Euro",2.8826
2014-05-22,"Euro",2.8869
2014-05-23,"Euro",2.8607
2014-05-26,"Euro",2.841
2014-05-27,"Euro",2.8435
2014-05-28,"Euro",2.8621
2014-05-29,"Euro",2.866
2014-05-30,"Euro",2.8476
2014-06-02,"Euro",2.8471
2014-06-03,"Euro",2.8521
2014-06-04,"Euro",2.861
2014-06-05,"Euro",2.8862
2014-06-06,"Euro",2.8682
2014-06-09,"Euro",2.8498
2014-06-10,"Euro",2.8319
2014-06-11,"Euro",2.8296
2014-06-12,"Euro",2.8318
2014-06-13,"Euro",2.8486
2014-06-16,"Euro",2.8741
2014-06-17,"Euro",2.8923
2014-06-18,"Euro",2.8953
2014-06-19,"Euro",2.9066
2014-06-20,"Euro",2.8985
2014-06-23,"Euro",2.9069
2014-06-24,"Euro",2.907
2014-06-25,"Euro",2.9024
2014-06-26,"Euro",2.9104
2014-06-27,"Euro",2.8992
2014-06-30,"Euro",2.8919
2014-07-01,"Euro",2.8979
2014-07-02,"Euro",2.9011
2014-07-03,"Euro",2.9066
2014-07-04,"Euro",2.91
2014-07-07,"Euro",2.8927
2014-07-08,"Euro",2.8975
2014-07-09,"Euro",2.8893
2014-07-10,"Euro",2.8907
2014-07-11,"Euro",2.8929
2014-07-14,"Euro",2.8881
2014-07-15,"Euro",2.8861
2014-07-16,"Euro",2.8853
2014-07-17,"Euro",2.8745
2014-07-18,"Euro",2.8715
2014-07-21,"Euro",2.8768
2014-07-22,"Euro",2.8636
2014-07-23,"Euro",2.8572
2014-07-24,"Euro",2.8172
2014-07-25,"Euro",2.816
2014-07-31,"Euro",2.8135
2014-08-01,"Euro",2.856
2014-08-04,"Euro",2.8719
2014-08-05,"Euro",2.8608
2014-08-06,"Euro",2.8485
2014-08-07,"Euro",2.8872
2014-08-08,"Euro",2.8871
2014-08-11,"Euro",2.9036
2014-08-12,"Euro",2.8779
2014-08-13,"Euro",2.8856
2014-08-14,"Euro",2.8837
2014-08-15,"Euro",2.8831
2014-08-18,"Euro",2.8856
2014-08-19,"Euro",2.903
2014-08-20,"Euro",2.8881
2014-08-21,"Euro",2.8813
2014-08-22,"Euro",2.8871
2014-08-25,"Euro",2.8896
2014-08-26,"Euro",2.874
2014-08-27,"Euro",2.8623
2014-08-28,"Euro",2.8448
2014-08-29,"Euro",2.8528
2014-09-01,"Euro",2.8451
2014-09-02,"Euro",2.8381
2014-09-03,"Euro",2.8435
2014-09-04,"Euro",2.8418
2014-09-05,"Euro",2.83
2014-09-08,"Euro",2.802
2014-09-09,"Euro",2.8003
2014-09-10,"Euro",2.8218
2014-09-11,"Euro",2.8492
2014-09-12,"Euro",2.8333
2014-09-15,"Euro",2.8455
2014-09-16,"Euro",2.862
2014-09-17,"Euro",2.86
2014-09-18,"Euro",2.8586
2014-09-19,"Euro",2.8623
2014-09-22,"Euro",2.8624
2014-09-23,"Euro",2.8781
2014-09-24,"Euro",2.8745
2014-09-25,"Euro",2.8677
2014-09-26,"Euro",2.8607
2014-09-29,"Euro",2.8748
2014-09-30,"Euro",2.8914
2014-10-01,"Euro",2.8746
2014-10-02,"Euro",2.8771
2014-10-03,"Euro",2.8709
2014-10-08,"Euro",2.8709
2014-10-09,"Euro",2.895
2014-10-10,"Euro",2.8804
2014-10-13,"Euro",2.8851
2014-10-14,"Euro",2.878
2014-10-15,"Euro",2.8862
2014-10-16,"Euro",2.8718
2014-10-17,"Euro",2.9027
2014-10-20,"Euro",2.8824
2014-10-21,"Euro",2.8667
2014-10-22,"Euro",2.8642
2014-10-23,"Euro",2.8513
2014-10-24,"Euro",2.8334
2014-10-27,"Euro",2.831
2014-10-28,"Euro",2.8357
2014-10-30,"Euro",2.8357
2014-10-31,"Euro",2.7902
2014-11-03,"Euro",2.7662
2014-11-04,"Euro",2.7806
2014-11-05,"Euro",2.7827
2014-11-06,"Euro",2.7923
2014-11-07,"Euro",2.8021
2014-11-10,"Euro",2.8158
2014-11-11,"Euro",2.8049
2014-11-12,"Euro",2.8108
2014-11-13,"Euro",2.8149
2014-11-14,"Euro",2.7983
2014-11-17,"Euro",2.791
2014-11-18,"Euro",2.7861
2014-11-19,"Euro",2.7777
2014-11-20,"Euro",2.7933
2014-11-21,"Euro",2.7959
2014-11-24,"Euro",2.7667
2014-11-25,"Euro",2.7609
2014-11-26,"Euro",2.7702
2014-11-27,"Euro",2.7688
2014-11-28,"Euro",2.7644
2014-12-01,"Euro",2.7535
2014-12-02,"Euro",2.7667
2014-12-03,"Euro",2.7605
2014-12-04,"Euro",2.7578
2014-12-05,"Euro",2.754
2014-12-08,"Euro",2.7618
2014-12-09,"Euro",2.7867
2014-12-10,"Euro",2.7931
2014-12-11,"Euro",2.7984
2014-12-12,"Euro",2.8128
2014-12-15,"Euro",2.8337
2014-12-16,"Euro",2.8816
2014-12-17,"Euro",2.9601
2014-12-18,"Euro",2.9474
2014-12-19,"Euro",2.8602
2014-12-22,"Euro",2.8504
2014-12-23,"Euro",2.8405
2014-12-24,"Euro",2.8317
2014-12-25,"Euro",2.8312
2014-12-26,"Euro",2.8368
2014-12-29,"Euro",2.8255
2014-12-30,"Euro",2.8339
2014-12-31,"Euro",2.8207
2015-01-02,"Euro",2.8272
2015-01-05,"Euro",2.8258
2015-01-06,"Euro",2.7931
2015-01-07,"Euro",2.7736
2015-01-08,"Euro",2.7567
2015-01-09,"Euro",2.7199
2015-01-12,"Euro",2.7169
2015-01-13,"Euro",2.7037
2015-01-14,"Euro",2.6899
2015-01-15,"Euro",2.6979
2015-01-16,"Euro",2.6737
2015-01-19,"Euro",2.6799
2015-01-20,"Euro",2.7104
2015-01-21,"Euro",2.7077
2015-01-22,"Euro",2.7069
2015-01-23,"Euro",2.7255
2015-01-26,"Euro",2.6234
2015-01-27,"Euro",2.6515
2015-01-28,"Euro",2.6611
2015-01-29,"Euro",2.6821
2015-01-30,"Euro",2.7136
2015-02-02,"Euro",2.7397
2015-02-03,"Euro",2.7455
2015-02-04,"Euro",2.7381
2015-02-05,"Euro",2.7609
2015-02-06,"Euro",2.7868
2015-02-09,"Euro",2.7867
2015-02-10,"Euro",2.8144
2015-02-11,"Euro",2.8012
2015-02-12,"Euro",2.8163
2015-02-13,"Euro",2.8206
2015-02-16,"Euro",2.8171
2015-02-17,"Euro",2.7998
2015-02-18,"Euro",2.7895
2015-02-19,"Euro",2.8029
2015-02-20,"Euro",2.7841
2015-02-23,"Euro",2.7794
2015-02-24,"Euro",2.8039
2015-02-25,"Euro",2.8031
2015-02-26,"Euro",2.7939
2015-02-27,"Euro",2.8137
2015-03-02,"Euro",2.8148
2015-03-03,"Euro",2.8155
2015-03-04,"Euro",2.8144
2015-03-05,"Euro",2.8298
2015-03-06,"Euro",2.8528
2015-03-09,"Euro",2.8522
2015-03-10,"Euro",2.8326
2015-03-11,"Euro",2.8263
2015-03-12,"Euro",2.7804
2015-03-13,"Euro",2.7501
2015-03-16,"Euro",2.7685
2015-03-17,"Euro",2.7611
2015-03-18,"Euro",2.7741
2015-03-19,"Euro",2.7767
2015-03-20,"Euro",2.7697
2015-03-23,"Euro",2.7747
2015-03-24,"Euro",2.7865
2015-03-25,"Euro",2.7995
2015-03-26,"Euro",2.8036
2015-03-27,"Euro",2.8589
2015-03-30,"Euro",2.8292
2015-03-31,"Euro",2.8309
2015-04-01,"Euro",2.8075
2015-04-02,"Euro",2.7956
2015-04-03,"Euro",2.8069
2015-04-06,"Euro",2.8198
2015-04-07,"Euro",2.8197
2015-04-08,"Euro",2.8054
2015-04-09,"Euro",2.8105
2015-04-10,"Euro",2.7902
2015-04-13,"Euro",2.7838
2015-04-14,"Euro",2.7935
2015-04-15,"Euro",2.8213
2015-04-16,"Euro",2.8583
2015-04-17,"Euro",2.8789
2015-04-20,"Euro",2.8975
2015-04-21,"Euro",2.8942
2015-04-22,"Euro",2.884
2015-04-24,"Euro",2.8949
2015-04-27,"Euro",2.9553
2015-04-28,"Euro",2.9538
2015-04-29,"Euro",2.9202
2015-04-30,"Euro",2.9302
2015-05-04,"Euro",2.9709
2015-05-05,"Euro",3.0218
2015-05-06,"Euro",3.0091
2015-05-07,"Euro",3.0413
2015-05-08,"Euro",3.0632
2015-05-11,"Euro",3.0136
2015-05-12,"Euro",3.0082
2015-05-13,"Euro",3.0212
2015-05-14,"Euro",2.9814
2015-05-15,"Euro",2.9849
2015-05-18,"Euro",2.9408
2015-05-20,"Euro",2.94
2015-05-21,"Euro",2.8888
2015-05-22,"Euro",2.8601
2015-05-25,"Euro",2.8945
2015-05-26,"Euro",2.8619
2015-05-27,"Euro",2.8659
2015-05-28,"Euro",2.8805
2015-05-29,"Euro",2.899
2015-06-01,"Euro",2.9146
2015-06-02,"Euro",2.9222
2015-06-03,"Euro",2.9425
2015-06-04,"Euro",2.9855
2015-06-05,"Euro",3.0472
2015-06-08,"Euro",2.9966
2015-06-09,"Euro",3.0848
2015-06-10,"Euro",3.0986
2015-06-11,"Euro",3.0948
2015-06-12,"Euro",3.0854
2015-06-15,"Euro",3.0382
2015-06-16,"Euro",3.0673
2015-06-17,"Euro",3.0877
2015-06-18,"Euro",3.0798
2015-06-19,"Euro",3.0887
2015-06-22,"Euro",3.0712
2015-06-23,"Euro",3.0401
2015-06-24,"Euro",3.0017
2015-06-25,"Euro",3.0003
2015-06-26,"Euro",2.9813
2015-06-29,"Euro",2.9777
2015-06-30,"Euro",2.9822
2015-07-01,"Euro",2.9982
2015-07-02,"Euro",2.9749
2015-07-03,"Euro",2.9888
2015-07-06,"Euro",2.9845
2015-07-07,"Euro",2.9723
2015-07-08,"Euro",2.944
2015-07-09,"Euro",2.9666
2015-07-10,"Euro",2.9561
2015-07-13,"Euro",2.9654
2015-07-14,"Euro",2.9457
2015-07-15,"Euro",2.9043
2015-07-16,"Euro",2.905
2015-07-20,"Euro",2.905
2015-07-21,"Euro",2.9022
2015-07-22,"Euro",2.9156
2015-07-23,"Euro",2.9572
2015-07-24,"Euro",2.9869
2015-07-27,"Euro",2.9966
2015-07-28,"Euro",3.0518
2015-07-29,"Euro",3.0443
2015-07-30,"Euro",3.0539
2015-07-31,"Euro",3.0423
2015-08-03,"Euro",3.0506
2015-08-04,"Euro",3.0421
2015-08-05,"Euro",3.0382
2015-08-06,"Euro",3.0259
2015-08-07,"Euro",3.0331
2015-08-10,"Euro",3.0366
2015-08-11,"Euro",3.0518
2015-08-12,"Euro",3.0505
2015-08-13,"Euro",3.0897
2015-08-14,"Euro",3.094
2015-08-17,"Euro",3.1584
2015-08-18,"Euro",3.16
2015-08-19,"Euro",3.1808
2015-08-20,"Euro",3.2053
2015-08-21,"Euro",3.3097
2015-08-24,"Euro",3.286
2015-08-25,"Euro",3.3849
2015-08-26,"Euro",3.3734
2015-08-27,"Euro",3.364
2015-08-28,"Euro",3.289
2015-08-31,"Euro",3.2876
2015-09-01,"Euro",3.2716
2015-09-02,"Euro",3.2865
2015-09-03,"Euro",3.3132
2015-09-04,"Euro",3.3198
2015-09-07,"Euro",3.3168
2015-09-08,"Euro",3.3777
2015-09-09,"Euro",3.3682
2015-09-10,"Euro",3.3541
2015-09-11,"Euro",3.4035
2015-09-14,"Euro",3.4219
2015-09-15,"Euro",3.4684
2015-09-16,"Euro",3.4407
2015-09-17,"Euro",3.3872
2015-09-18,"Euro",3.4116
2015-09-21,"Euro",3.4248
2015-09-22,"Euro",3.3847
2015-09-23,"Euro",3.3602
2015-09-28,"Euro",3.3602
2015-09-29,"Euro",3.4057
2015-09-30,"Euro",3.4212
2015-10-01,"Euro",3.3941
2015-10-02,"Euro",3.3639
2015-10-05,"Euro",3.3756
2015-10-06,"Euro",3.3661
2015-10-07,"Euro",3.3498
2015-10-08,"Euro",3.3049
2015-10-09,"Euro",3.3133
2015-10-12,"Euro",3.2834
2015-10-13,"Euro",3.3254
2015-10-14,"Euro",3.3485
2015-10-15,"Euro",3.3554
2015-10-16,"Euro",3.3011
2015-10-19,"Euro",3.2862
2015-10-20,"Euro",3.2753
2015-10-21,"Euro",3.2891
2015-10-22,"Euro",3.2973
2015-10-23,"Euro",3.2702
2015-10-26,"Euro",3.1837
2015-10-27,"Euro",3.1894
2015-10-28,"Euro",3.199
2015-10-30,"Euro",3.199
2015-11-02,"Euro",3.2068
2015-11-03,"Euro",3.0898
2015-11-04,"Euro",3.1101
2015-11-05,"Euro",3.1
2015-11-06,"Euro",3.1159
2015-11-09,"Euro",3.1227
2015-11-10,"Euro",3.1445
2015-11-11,"Euro",3.1244
2015-11-12,"Euro",3.1035
2015-11-13,"Euro",3.0842
2015-11-16,"Euro",3.0895
2015-11-17,"Euro",3.0888
2015-11-18,"Euro",3.0613
2015-11-19,"Euro",3.056
2015-11-20,"Euro",3.0465
2015-11-23,"Euro",3.025
2015-11-24,"Euro",3.0217
2015-11-25,"Euro",3.0553
2015-11-26,"Euro",3.0602
2015-11-27,"Euro",3.0781
2015-11-30,"Euro",3.0938
2015-12-01,"Euro",3.0795
2015-12-02,"Euro",3.065
2015-12-03,"Euro",3.0517
2015-12-04,"Euro",3.0498
2015-12-07,"Euro",3.1464
2015-12-08,"Euro",3.1267
2015-12-09,"Euro",3.1628
2015-12-10,"Euro",3.1806
2015-12-11,"Euro",3.1904
2015-12-14,"Euro",3.2286
2015-12-15,"Euro",3.2521
2015-12-16,"Euro",3.2729
2015-12-17,"Euro",3.2384
2015-12-18,"Euro",3.1819
2015-12-21,"Euro",3.167
2015-12-22,"Euro",3.1575
2015-12-23,"Euro",3.1972
2015-12-24,"Euro",3.1969
2015-12-25,"Euro",3.1968
2015-12-28,"Euro",3.1904
2015-12-29,"Euro",3.2006
2015-12-30,"Euro",3.1921
2015-12-31,"Euro",3.1776
2016-01-04,"Euro",3.1838
2016-01-05,"Euro",3.2116
2016-01-06,"Euro",3.2061
2016-01-07,"Euro",3.2255
2016-01-08,"Euro",3.2688
2016-01-11,"Euro",3.2486
2016-01-12,"Euro",3.2893
2016-01-13,"Euro",3.2938
2016-01-14,"Euro",3.2604
2016-01-15,"Euro",3.3009
2016-01-18,"Euro",3.3098
2016-01-19,"Euro",3.3079
2016-01-20,"Euro",3.2879
2016-01-21,"Euro",3.3329
2016-01-22,"Euro",3.3119
2016-01-25,"Euro",3.2617
2016-01-26,"Euro",3.2558
2016-01-27,"Euro",3.2738
2016-01-28,"Euro",3.26
2016-01-29,"Euro",3.2479
2016-02-01,"Euro",3.2292
2016-02-02,"Euro",3.2224
2016-02-03,"Euro",3.2222
2016-02-04,"Euro",3.2189
2016-02-05,"Euro",3.2406
2016-02-08,"Euro",3.2525
2016-02-09,"Euro",3.2655
2016-02-10,"Euro",3.3007
2016-02-11,"Euro",3.2939
2016-02-12,"Euro",3.3154
2016-02-15,"Euro",3.2981
2016-02-16,"Euro",3.2962
2016-02-17,"Euro",3.296
2016-02-18,"Euro",3.3039
2016-02-19,"Euro",3.2918
2016-02-22,"Euro",3.293
2016-02-23,"Euro",3.2581
2016-02-24,"Euro",3.2337
2016-02-25,"Euro",3.2276
2016-02-26,"Euro",3.2295
2016-02-29,"Euro",3.2296
2016-03-01,"Euro",3.2305
2016-03-02,"Euro",3.2022
2016-03-03,"Euro",3.1898
2016-03-04,"Euro",3.1783
2016-03-07,"Euro",3.1961
2016-03-08,"Euro",3.1988
2016-03-09,"Euro",3.2183
2016-03-10,"Euro",3.1909
2016-03-11,"Euro",3.1613
2016-03-14,"Euro",3.1926
2016-03-15,"Euro",3.2021
2016-03-16,"Euro",3.2025
2016-03-17,"Euro",3.2253
2016-03-18,"Euro",3.2274
2016-03-21,"Euro",3.2195
2016-03-22,"Euro",3.2319
2016-03-23,"Euro",3.2222
2016-03-24,"Euro",3.2096
2016-03-25,"Euro",3.2141
2016-03-28,"Euro",3.2049
2016-03-29,"Euro",3.2082
2016-03-30,"Euro",3.2114
2016-03-31,"Euro",3.2081
2016-04-01,"Euro",3.209
2016-04-04,"Euro",3.2146
2016-04-05,"Euro",3.2052
2016-04-06,"Euro",3.2134
2016-04-07,"Euro",3.2252
2016-04-08,"Euro",3.2393
2016-04-11,"Euro",3.2487
2016-04-12,"Euro",3.2278
2016-04-13,"Euro",3.2291
2016-04-14,"Euro",3.226
2016-04-15,"Euro",3.2193
2016-04-18,"Euro",3.2161
2016-04-19,"Euro",3.2234
2016-04-20,"Euro",3.2102
2016-04-21,"Euro",3.2144
2016-04-22,"Euro",3.1888
2016-04-25,"Euro",3.189
2016-04-26,"Euro",3.2019
2016-04-27,"Euro",3.1975
2016-04-28,"Euro",3.1882
2016-04-29,"Euro",3.1944
2016-05-02,"Euro",3.1908
2016-05-03,"Euro",3.2045
2016-05-04,"Euro",3.2501
2016-05-05,"Euro",3.2855
2016-05-06,"Euro",3.3423
2016-05-09,"Euro",3.3348
2016-05-10,"Euro",3.3307
2016-05-11,"Euro",3.3436
2016-05-12,"Euro",3.375
2016-05-13,"Euro",3.3622
2016-05-16,"Euro",3.3569
2016-05-17,"Euro",3.3627
2016-05-18,"Euro",3.3579
2016-05-20,"Euro",3.356
2016-05-23,"Euro",3.3397
2016-05-24,"Euro",3.3453
2016-05-25,"Euro",3.3349
2016-05-26,"Euro",3.2802
2016-05-27,"Euro",3.2799
2016-05-30,"Euro",3.2858
2016-05-31,"Euro",3.2906
2016-06-01,"Euro",3.2881
2016-06-02,"Euro",3.2894
2016-06-03,"Euro",3.2924
2016-06-06,"Euro",3.2841
2016-06-07,"Euro",3.2992
2016-06-08,"Euro",3.2919
2016-06-09,"Euro",3.286
2016-06-10,"Euro",3.2893
2016-06-13,"Euro",3.2883
2016-06-14,"Euro",3.2923
2016-06-15,"Euro",3.2923
2016-06-16,"Euro",3.2852
2016-06-17,"Euro",3.2932
2016-06-20,"Euro",3.2966
2016-06-21,"Euro",3.2858
2016-06-22,"Euro",3.2823
2016-06-23,"Euro",3.2776
2016-06-24,"Euro",3.2728
2016-06-27,"Euro",3.2444
2016-06-28,"Euro",3.2402
2016-06-29,"Euro",3.2262
2016-06-30,"Euro",3.2044
2016-07-01,"Euro",3.2078
2016-07-04,"Euro",3.2044
2016-07-08,"Euro",3.2044
2016-07-11,"Euro",3.2342
2016-07-12,"Euro",3.1984
2016-07-13,"Euro",3.2065
2016-07-14,"Euro",3.2035
2016-07-15,"Euro",3.2132
2016-07-18,"Euro",3.2102
2016-07-19,"Euro",3.2591
2016-07-20,"Euro",3.291
2016-07-21,"Euro",3.3318
2016-07-22,"Euro",3.3867
2016-07-25,"Euro",3.3704
2016-07-26,"Euro",3.3288
2016-07-27,"Euro",3.3405
2016-07-28,"Euro",3.3398
2016-07-29,"Euro",3.3467
2016-08-01,"Euro",3.3446
2016-08-02,"Euro",3.3266
2016-08-03,"Euro",3.3501
2016-08-04,"Euro",3.3686
2016-08-05,"Euro",3.3626
2016-08-08,"Euro",3.3432
2016-08-09,"Euro",3.3087
2016-08-10,"Euro",3.3006
2016-08-11,"Euro",3.298
2016-08-12,"Euro",3.3027
2016-08-15,"Euro",3.2954
2016-08-16,"Euro",3.2967
2016-08-17,"Euro",3.3014
2016-08-18,"Euro",3.3054
2016-08-19,"Euro",3.3086
2016-08-22,"Euro",3.3242
2016-08-23,"Euro",3.3252
2016-08-24,"Euro",3.3282
2016-08-25,"Euro",3.3331
2016-08-26,"Euro",3.3161
2016-08-29,"Euro",3.3124
2016-08-31,"Euro",3.304
2016-09-01,"Euro",3.291
2016-09-02,"Euro",3.2945
2016-09-05,"Euro",3.3096
2016-09-06,"Euro",3.2882
2016-09-07,"Euro",3.2803
2016-09-08,"Euro",3.2924
2016-09-09,"Euro",3.3091
2016-09-16,"Euro",3.33
2016-09-19,"Euro",3.3327
2016-09-20,"Euro",3.3199
2016-09-21,"Euro",3.3282
2016-09-22,"Euro",3.3152
2016-09-23,"Euro",3.31
2016-09-26,"Euro",3.3044
2016-09-27,"Euro",3.3546
2016-09-28,"Euro",3.3401
2016-09-29,"Euro",3.3362
2016-09-30,"Euro",3.3608
2016-10-03,"Euro",3.3548
2016-10-04,"Euro",3.3743
2016-10-05,"Euro",3.3834
2016-10-06,"Euro",3.4264
2016-10-07,"Euro",3.4134
2016-10-10,"Euro",3.3944
2016-10-11,"Euro",3.4173
2016-10-12,"Euro",3.42
2016-10-13,"Euro",3.3983
2016-10-14,"Euro",3.4121
2016-10-17,"Euro",3.3999
2016-10-18,"Euro",3.4015
2016-10-19,"Euro",3.406
2016-10-20,"Euro",3.3827
2016-10-21,"Euro",3.3657
2016-10-24,"Euro",3.3478
2016-10-25,"Euro",3.3454
2016-10-26,"Euro",3.3488
2016-10-27,"Euro",3.3605
2016-10-28,"Euro",3.3834
2016-10-31,"Euro",3.3834
2016-11-01,"Euro",3.3993
2016-11-02,"Euro",3.4059
2016-11-03,"Euro",3.448
2016-11-04,"Euro",3.4543
2016-11-07,"Euro",3.4794
2016-11-08,"Euro",3.4878
2016-11-09,"Euro",3.5067
2016-11-10,"Euro",3.5412
2016-11-11,"Euro",3.4983
2016-11-14,"Euro",3.548
2016-11-15,"Euro",3.5307
2016-11-16,"Euro",3.5262
2016-11-17,"Euro",3.5421
2016-11-18,"Euro",3.5496
2016-11-21,"Euro",3.5899
2016-11-22,"Euro",3.5867
2016-11-23,"Euro",3.57
2016-11-24,"Euro",3.5929
2016-11-25,"Euro",3.5938
2016-11-28,"Euro",3.6434
2016-11-29,"Euro",3.637
2016-11-30,"Euro",3.6253
2016-12-01,"Euro",3.6364
2016-12-02,"Euro",3.662
2016-12-05,"Euro",3.7376
2016-12-06,"Euro",3.7579
2016-12-07,"Euro",3.7764
2016-12-08,"Euro",3.6775
2016-12-09,"Euro",3.6304
2016-12-12,"Euro",3.6633
2016-12-13,"Euro",3.722
2016-12-14,"Euro",3.6894
2016-12-15,"Euro",3.701
2016-12-16,"Euro",3.6845
2016-12-19,"Euro",3.651
2016-12-20,"Euro",3.6535
2016-12-21,"Euro",3.647
2016-12-22,"Euro",3.6524
2016-12-23,"Euro",3.6622
2016-12-26,"Euro",3.6647
2016-12-27,"Euro",3.6639
2016-12-28,"Euro",3.6711
2016-12-29,"Euro",3.6901
2016-12-30,"Euro",3.6939
2017-01-02,"Euro",3.7099
2017-01-03,"Euro",3.7086
2017-01-04,"Euro",3.7278
2017-01-05,"Euro",3.7291
2017-01-06,"Euro",3.7808
2017-01-09,"Euro",3.827
2017-01-10,"Euro",3.8986
2017-01-11,"Euro",3.9852
2017-01-12,"Euro",4.0591
2017-01-13,"Euro",4.089
2017-01-16,"Euro",4.0419
2017-01-17,"Euro",3.9863
2017-01-18,"Euro",4.0374
2017-01-19,"Euro",4.0364
2017-01-20,"Euro",4.042
2017-01-23,"Euro",4.0684
2017-01-24,"Euro",4.0447
2017-01-25,"Euro",4.03
2017-01-26,"Euro",4.0836
2017-01-27,"Euro",4.1145
2017-01-30,"Euro",4.1421
2017-01-31,"Euro",4.0983
2017-02-01,"Euro",4.0558
2017-02-02,"Euro",4.0733
2017-02-03,"Euro",4.0338
2017-02-06,"Euro",4.0212
2017-02-07,"Euro",3.954
2017-02-08,"Euro",3.9599
2017-02-09,"Euro",3.9858
2017-02-10,"Euro",3.9594
2017-02-13,"Euro",3.9116
2017-02-14,"Euro",3.9228
2017-02-15,"Euro",3.8759
2017-02-16,"Euro",3.8518
2017-02-17,"Euro",3.9003
2017-02-20,"Euro",3.9049
2017-02-21,"Euro",3.8457
2017-02-22,"Euro",3.8208
2017-02-23,"Euro",3.7942
2017-02-24,"Euro",3.7719
2017-02-27,"Euro",3.7804
2017-02-28,"Euro",3.7963
2017-03-01,"Euro",3.8222
2017-03-02,"Euro",3.8289
2017-03-03,"Euro",3.8769
2017-03-06,"Euro",3.9177
2017-03-07,"Euro",3.9339
2017-03-08,"Euro",3.8979
2017-03-09,"Euro",3.91
2017-03-10,"Euro",3.959
2017-03-13,"Euro",3.9728
2017-03-14,"Euro",3.9943
2017-03-15,"Euro",3.9856
2017-03-16,"Euro",3.9634
2017-03-17,"Euro",3.936
2017-03-20,"Euro",3.8812
2017-03-21,"Euro",3.9023
2017-03-22,"Euro",3.8964
2017-03-23,"Euro",3.914
2017-03-24,"Euro",3.8973
2017-03-27,"Euro",3.9051
2017-03-28,"Euro",3.9045
2017-03-29,"Euro",3.9283
2017-03-30,"Euro",3.9268
2017-03-31,"Euro",3.9083
2017-04-03,"Euro",3.8851
2017-04-04,"Euro",3.8789
2017-04-05,"Euro",3.8807
2017-04-06,"Euro",3.9248
2017-04-07,"Euro",3.9536
2017-04-10,"Euro",3.9568
2017-04-11,"Euro",3.9431
2017-04-12,"Euro",3.9393
2017-04-13,"Euro",3.9002
2017-04-14,"Euro",3.8908
2017-04-17,"Euro",3.9083
2017-04-18,"Euro",3.8889
2017-04-19,"Euro",3.9264
2017-04-20,"Euro",3.9271
2017-04-21,"Euro",3.9123
2017-04-24,"Euro",3.8979
2017-04-25,"Euro",3.8997
2017-04-26,"Euro",3.9001
2017-04-27,"Euro",3.9093
2017-04-28,"Euro",3.8787
2017-05-02,"Euro",3.8744
2017-05-03,"Euro",3.8577
2017-05-04,"Euro",3.8546
2017-05-05,"Euro",3.8677
2017-05-08,"Euro",3.9023
2017-05-09,"Euro",3.886
2017-05-10,"Euro",3.9178
2017-05-11,"Euro",3.914
2017-05-12,"Euro",3.8858
2017-05-15,"Euro",3.8974
2017-05-16,"Euro",3.8946
2017-05-17,"Euro",3.9142
2017-05-18,"Euro",3.9457
2017-05-22,"Euro",4.0203
2017-05-23,"Euro",3.9879
2017-05-24,"Euro",4.008
2017-05-25,"Euro",3.9859
2017-05-26,"Euro",3.9957
2017-05-29,"Euro",3.998
2017-05-30,"Euro",3.9977
2017-05-31,"Euro",3.9744
2017-06-01,"Euro",3.9558
2017-06-02,"Euro",3.966
2017-06-05,"Euro",3.9573
2017-06-06,"Euro",3.9475
2017-06-07,"Euro",3.9743
2017-06-08,"Euro",3.9562
2017-06-09,"Euro",3.981
2017-06-12,"Euro",3.9378
2017-06-13,"Euro",3.9478
2017-06-14,"Euro",3.9424
2017-06-15,"Euro",3.9381
2017-06-16,"Euro",3.9161
2017-06-19,"Euro",3.9224
2017-06-20,"Euro",3.9213
2017-06-21,"Euro",3.9284
2017-06-22,"Euro",3.938
2017-06-23,"Euro",3.9283
2017-06-28,"Euro",3.91
2017-06-29,"Euro",4.0015
2017-06-30,"Euro",4.003
2017-07-03,"Euro",4.0126
2017-07-04,"Euro",4.0188
2017-07-05,"Euro",4.0306
2017-07-06,"Euro",4.0587
2017-07-07,"Euro",4.1148
2017-07-10,"Euro",4.1437
2017-07-11,"Euro",4.1072
2017-07-12,"Euro",4.137
2017-07-13,"Euro",4.1266
2017-07-14,"Euro",4.069
2017-07-17,"Euro",4.0644
2017-07-18,"Euro",4.0517
2017-07-19,"Euro",4.0698
2017-07-20,"Euro",4.0649
2017-07-21,"Euro",4.0612
2017-07-24,"Euro",4.111
2017-07-25,"Euro",4.1286
2017-07-26,"Euro",4.1471
2017-07-27,"Euro",4.139
2017-07-28,"Euro",4.1316
