"Tarih","Kur","Alýþ"
2017-11-09,"Dolar",3.8815
2017-11-10,"Dolar",3.8535
2017-11-13,"Dolar",3.8644
2017-11-14,"Dolar",3.8659
2017-11-15,"Dolar",3.8664
2017-11-16,"Dolar",3.8836
2017-11-17,"Dolar",3.8684
2017-11-20,"Dolar",3.8792
2017-11-21,"Dolar",3.8872
2017-11-22,"Dolar",3.9525
2017-11-23,"Dolar",3.9594
2017-11-24,"Dolar",3.917
2017-11-27,"Dolar",3.9365
2017-11-28,"Dolar",3.9285
2017-11-29,"Dolar",3.9214
2017-11-30,"Dolar",3.9505
2017-12-01,"Dolar",3.939
2017-12-04,"Dolar",3.9324
2017-12-05,"Dolar",3.9191
2017-12-06,"Dolar",3.8624
2017-12-07,"Dolar",3.8528
2017-12-08,"Dolar",3.8608
2017-12-11,"Dolar",3.8546
2017-12-12,"Dolar",3.8275
2017-12-13,"Dolar",3.8277
2017-12-14,"Dolar",3.839
2017-12-15,"Dolar",3.8323
2017-12-18,"Dolar",3.8591
2017-12-19,"Dolar",3.8507
2017-12-20,"Dolar",3.8349
2017-12-21,"Dolar",3.8342
2017-12-22,"Dolar",3.8223
2017-12-25,"Dolar",3.8113
2017-12-26,"Dolar",3.8087
2017-12-27,"Dolar",3.8029
2017-12-28,"Dolar",3.8197
2017-12-29,"Dolar",3.8104
2018-01-02,"Dolar",3.7719
2018-01-03,"Dolar",3.7652
2018-01-04,"Dolar",3.7617
2018-01-05,"Dolar",3.76
2018-01-08,"Dolar",3.7456
2018-01-09,"Dolar",3.7454
2018-01-10,"Dolar",3.7554
2018-01-11,"Dolar",3.7844
2018-01-12,"Dolar",3.7919
2018-01-15,"Dolar",3.7622
2018-01-16,"Dolar",3.7593
2018-01-17,"Dolar",3.815
2018-01-18,"Dolar",3.8143
2018-01-19,"Dolar",3.7967
2018-01-22,"Dolar",3.7777
2018-01-23,"Dolar",3.8098
2018-01-24,"Dolar",3.7874
2018-01-25,"Dolar",3.7558
2018-01-26,"Dolar",3.7421
2018-01-29,"Dolar",3.7371
2018-01-30,"Dolar",3.7728
2018-01-31,"Dolar",3.7795
2018-02-01,"Dolar",3.754
2018-02-02,"Dolar",3.7567
2018-02-05,"Dolar",3.7454
2018-02-06,"Dolar",3.7632
2018-02-07,"Dolar",3.7786
2018-02-08,"Dolar",3.7714
2018-02-09,"Dolar",3.8073
2018-02-12,"Dolar",3.8119
2018-02-13,"Dolar",3.8068
2018-02-14,"Dolar",3.7963
2018-02-15,"Dolar",3.7973
2018-02-16,"Dolar",3.7721
2018-02-19,"Dolar",3.7523
2018-02-20,"Dolar",3.7531
2018-02-21,"Dolar",3.7698
2018-02-22,"Dolar",3.7845
2018-02-23,"Dolar",3.7994
2018-02-26,"Dolar",3.7816
2018-02-27,"Dolar",3.7754
2018-02-28,"Dolar",3.7833
2018-03-01,"Dolar",3.7997
2018-03-02,"Dolar",3.8082
2018-03-05,"Dolar",3.8038
2018-03-06,"Dolar",3.8161
2018-03-07,"Dolar",3.8001
2018-03-08,"Dolar",3.7971
2018-03-09,"Dolar",3.8089
2018-03-12,"Dolar",3.8164
2018-03-13,"Dolar",3.8151
2018-03-14,"Dolar",3.856
2018-03-15,"Dolar",3.8597
2018-03-16,"Dolar",3.8875
2018-03-19,"Dolar",3.9039
2018-03-20,"Dolar",3.9362
2018-03-21,"Dolar",3.9356
2018-03-22,"Dolar",3.9276
2018-03-23,"Dolar",3.9087
2018-03-26,"Dolar",3.9608
2018-03-27,"Dolar",3.9742
2018-03-28,"Dolar",3.9757
2018-03-29,"Dolar",3.9931
2018-03-30,"Dolar",3.9949
2018-04-02,"Dolar",3.9489
2018-04-03,"Dolar",3.9577
2018-04-04,"Dolar",3.976
2018-04-05,"Dolar",4.0076
2018-04-06,"Dolar",4.0269
2018-04-09,"Dolar",4.0527
2018-04-10,"Dolar",4.0561
2018-04-11,"Dolar",4.0707
2018-04-12,"Dolar",4.1453
2018-04-13,"Dolar",4.1284
2018-04-16,"Dolar",4.0785
2018-04-17,"Dolar",4.096
2018-04-18,"Dolar",4.098
2018-04-19,"Dolar",4.0964
2018-04-20,"Dolar",4.0273
2018-04-24,"Dolar",4.0332
2018-04-25,"Dolar",4.0848
2018-04-26,"Dolar",4.0758
2018-04-27,"Dolar",4.0668
2018-04-30,"Dolar",4.0535
2018-05-02,"Dolar",4.0399
2018-05-03,"Dolar",4.1208
2018-05-04,"Dolar",4.1908
2018-05-07,"Dolar",4.255
2018-05-08,"Dolar",4.2558
2018-05-09,"Dolar",4.2817
2018-05-10,"Dolar",4.2878
2018-05-11,"Dolar",4.2666
2018-05-14,"Dolar",4.2572
2018-05-15,"Dolar",4.32
2018-05-16,"Dolar",4.3945
2018-05-17,"Dolar",4.4581
2018-05-18,"Dolar",4.4402
2018-05-21,"Dolar",4.4652
2018-05-22,"Dolar",4.5534
2018-05-23,"Dolar",4.5781
2018-05-24,"Dolar",4.8464
2018-05-25,"Dolar",4.7028
2018-05-28,"Dolar",4.7207
2018-05-29,"Dolar",4.5966
2018-05-30,"Dolar",4.5962
2018-05-31,"Dolar",4.4834
2018-06-01,"Dolar",4.4808
2018-06-04,"Dolar",4.5922
2018-06-05,"Dolar",4.6284
2018-06-06,"Dolar",4.6073
2018-06-07,"Dolar",4.6095
2018-06-08,"Dolar",4.5489
2018-06-11,"Dolar",4.5024
2018-06-12,"Dolar",4.5136
2018-06-13,"Dolar",4.5491
2018-06-14,"Dolar",4.6484
2018-06-18,"Dolar",4.6484
2018-06-19,"Dolar",4.7151
2018-06-20,"Dolar",4.7545
2018-06-21,"Dolar",4.7488
2018-06-22,"Dolar",4.7524
2018-06-25,"Dolar",4.7077
2018-06-26,"Dolar",4.6397
2018-06-27,"Dolar",4.674
2018-06-28,"Dolar",4.6349
2018-06-29,"Dolar",4.6083
2018-07-02,"Dolar",4.5607
2018-07-03,"Dolar",4.6225
2018-07-04,"Dolar",4.656
2018-07-05,"Dolar",4.6987
2018-07-06,"Dolar",4.6427
2018-07-09,"Dolar",4.6004
2018-07-10,"Dolar",4.5304
2018-07-11,"Dolar",4.705
2018-07-12,"Dolar",4.7488
2018-07-13,"Dolar",4.8176
2018-07-16,"Dolar",4.842
2018-07-17,"Dolar",4.8357
2018-07-18,"Dolar",4.8365
2018-07-19,"Dolar",4.7908
2018-07-20,"Dolar",4.823
2018-07-23,"Dolar",4.8
2018-07-24,"Dolar",4.7538
2018-07-25,"Dolar",4.7775
2018-07-26,"Dolar",4.854
2018-07-27,"Dolar",4.8183
2018-07-30,"Dolar",4.8568
2018-07-31,"Dolar",4.885
2018-08-01,"Dolar",4.8999
2018-08-02,"Dolar",4.9223
2018-08-03,"Dolar",5.0504
2018-08-06,"Dolar",5.0778
2018-08-07,"Dolar",5.1464
2018-08-08,"Dolar",5.2634
2018-08-09,"Dolar",5.2813
2018-08-10,"Dolar",5.3988
2018-08-13,"Dolar",5.9389
2018-08-14,"Dolar",6.8798
2018-08-15,"Dolar",6.5465
2018-08-16,"Dolar",6.136
2018-08-17,"Dolar",5.7982
2018-08-20,"Dolar",5.9944
2018-08-27,"Dolar",5.9944
2018-08-28,"Dolar",6.1901
2018-08-29,"Dolar",6.2186
2018-08-31,"Dolar",6.4063
2018-09-03,"Dolar",6.5498
2018-09-04,"Dolar",6.6213
2018-09-05,"Dolar",6.6797
2018-09-06,"Dolar",6.6824
2018-09-07,"Dolar",6.5863
2018-09-10,"Dolar",6.469
2018-09-11,"Dolar",6.4533
2018-09-12,"Dolar",6.4538
2018-09-13,"Dolar",6.3945
2018-09-14,"Dolar",6.3566
2018-09-17,"Dolar",6.0659
2018-09-18,"Dolar",6.2608
2018-09-19,"Dolar",6.3635
2018-09-20,"Dolar",6.3095
2018-09-21,"Dolar",6.2718
2018-09-24,"Dolar",6.2671
2018-09-25,"Dolar",6.2287
2018-09-26,"Dolar",6.124
2018-09-27,"Dolar",6.1242
2018-09-28,"Dolar",6.0752
2018-10-01,"Dolar",5.9902
2018-10-02,"Dolar",5.9659
2018-10-03,"Dolar",6.0082
2018-10-04,"Dolar",6.0289
2018-10-05,"Dolar",6.1244
2018-10-08,"Dolar",6.1543
2018-10-09,"Dolar",6.1516
2018-10-10,"Dolar",6.1156
2018-10-11,"Dolar",6.0885
2018-10-12,"Dolar",5.9833
2018-10-15,"Dolar",5.9042
2018-10-16,"Dolar",5.8113
2018-10-17,"Dolar",5.7794
2018-10-18,"Dolar",5.6825
2018-10-19,"Dolar",5.5498
2018-10-22,"Dolar",5.6134
2018-10-23,"Dolar",5.6481
2018-10-24,"Dolar",5.771
2018-10-25,"Dolar",5.717
2018-10-26,"Dolar",5.6797
2018-10-30,"Dolar",5.6186
2018-10-31,"Dolar",5.5203
2018-11-01,"Dolar",5.4981
2018-11-02,"Dolar",5.5704
2018-11-05,"Dolar",5.4613
2018-11-06,"Dolar",5.447
2018-11-07,"Dolar",5.3418
2018-11-08,"Dolar",5.3575
2018-11-09,"Dolar",5.4095
2018-11-12,"Dolar",5.4819
2018-11-13,"Dolar",5.4764
2018-11-14,"Dolar",5.477
2018-11-15,"Dolar",5.4625
2018-11-16,"Dolar",5.4177
2018-11-19,"Dolar",5.3412
2018-11-20,"Dolar",5.3231
2018-11-21,"Dolar",5.3272
2018-11-22,"Dolar",5.3497
2018-11-23,"Dolar",5.3029
2018-11-26,"Dolar",5.2771
2018-11-27,"Dolar",5.2444
2018-11-28,"Dolar",5.2366
2018-11-29,"Dolar",5.2486
2018-11-30,"Dolar",5.1649
2018-12-03,"Dolar",5.157
2018-12-04,"Dolar",5.1906
2018-12-05,"Dolar",5.2723
2018-12-06,"Dolar",5.3733
2018-12-07,"Dolar",5.3608
2018-12-10,"Dolar",5.3257
2018-12-11,"Dolar",5.281
2018-12-12,"Dolar",5.3505
2018-12-13,"Dolar",5.3633
2018-12-14,"Dolar",5.3611
2018-12-17,"Dolar",5.371
2018-12-18,"Dolar",5.3766
2018-12-19,"Dolar",5.3504
2018-12-20,"Dolar",5.3314
2018-12-21,"Dolar",5.26
2018-12-24,"Dolar",5.2746
2018-12-25,"Dolar",5.2926
2018-12-26,"Dolar",5.3034
2018-12-27,"Dolar",5.2832
2018-12-28,"Dolar",5.2889
2018-12-31,"Dolar",5.2609
2019-01-02,"Dolar",5.281
2019-01-03,"Dolar",5.3316
2019-01-04,"Dolar",5.4588
2019-01-07,"Dolar",5.4088
2019-01-08,"Dolar",5.3597
2019-01-09,"Dolar",5.4264
2019-01-10,"Dolar",5.4973
2019-01-11,"Dolar",5.4626
2019-01-14,"Dolar",5.4242
2019-01-15,"Dolar",5.5103
2019-01-16,"Dolar",5.4401
2019-01-17,"Dolar",5.4037
2019-01-18,"Dolar",5.3563
2019-01-21,"Dolar",5.3429
2019-01-22,"Dolar",5.3369
2019-01-23,"Dolar",5.3454
2019-01-24,"Dolar",5.3142
2019-01-25,"Dolar",5.274
2019-01-28,"Dolar",5.2641
2019-01-29,"Dolar",5.2763
2019-01-30,"Dolar",5.3339
2019-01-31,"Dolar",5.2781
2019-02-01,"Dolar",5.2109
2019-02-04,"Dolar",5.1945
2019-02-05,"Dolar",5.2194
2019-02-06,"Dolar",5.1979
2019-02-07,"Dolar",5.2089
2019-02-08,"Dolar",5.2407
2019-02-11,"Dolar",5.2438
2019-02-12,"Dolar",5.2556
2019-02-13,"Dolar",5.2638
2019-02-14,"Dolar",5.2429
2019-02-15,"Dolar",5.2867
2019-02-18,"Dolar",5.2601
2019-02-19,"Dolar",5.2922
2019-02-20,"Dolar",5.3052
2019-02-21,"Dolar",5.2964
2019-02-22,"Dolar",5.3141
2019-02-25,"Dolar",5.3168
2019-02-26,"Dolar",5.3058
2019-02-27,"Dolar",5.2949
2019-02-28,"Dolar",5.2905
2019-03-01,"Dolar",5.3177
2019-03-04,"Dolar",5.3442
2019-03-05,"Dolar",5.3781
2019-03-06,"Dolar",5.3671
2019-03-07,"Dolar",5.379
2019-03-08,"Dolar",5.4309
2019-03-11,"Dolar",5.4544
2019-03-12,"Dolar",5.4345
2019-03-13,"Dolar",5.4359
2019-03-14,"Dolar",5.4523
2019-03-15,"Dolar",5.4617
2019-03-18,"Dolar",5.4564
2019-03-19,"Dolar",5.4544
2019-03-20,"Dolar",5.4642
2019-03-21,"Dolar",5.47
2019-03-22,"Dolar",5.4392
2019-03-25,"Dolar",5.5274
2019-03-26,"Dolar",5.6458
2019-03-27,"Dolar",5.4945
2019-03-28,"Dolar",5.3307
2019-03-29,"Dolar",5.5423
2019-04-01,"Dolar",5.6284
2019-04-02,"Dolar",5.5986
2019-04-03,"Dolar",5.5569
2019-04-04,"Dolar",5.6067
2019-04-05,"Dolar",5.6291
2019-04-08,"Dolar",5.5923
2019-04-09,"Dolar",5.6671
2019-04-10,"Dolar",5.6576
2019-04-11,"Dolar",5.6727
2019-04-12,"Dolar",5.7112
2019-04-15,"Dolar",5.7827
2019-04-16,"Dolar",5.7852
2019-04-17,"Dolar",5.7892
2019-04-18,"Dolar",5.7427
2019-04-19,"Dolar",5.8094
2019-04-22,"Dolar",5.7921
2019-04-24,"Dolar",5.8253
2019-04-25,"Dolar",5.8598
2019-04-26,"Dolar",5.8927
2019-04-29,"Dolar",5.9233
2019-04-30,"Dolar",5.9282
2019-05-02,"Dolar",5.9563
2019-05-03,"Dolar",5.9571
2019-05-06,"Dolar",5.9602
2019-05-07,"Dolar",5.9915
2019-05-08,"Dolar",6.1475
2019-05-09,"Dolar",6.1607
2019-05-10,"Dolar",6.2026
2019-05-13,"Dolar",6.1129
2019-05-14,"Dolar",6.0827
2019-05-15,"Dolar",6.0438
2019-05-16,"Dolar",6.0529
2019-05-17,"Dolar",5.9999
2019-05-20,"Dolar",6.0463
2019-05-21,"Dolar",6.04
2019-05-22,"Dolar",6.0425
2019-05-23,"Dolar",6.0762
2019-05-24,"Dolar",6.1252
2019-05-27,"Dolar",6.0656
2019-05-28,"Dolar",6.046
2019-05-29,"Dolar",6.0392
2019-05-30,"Dolar",6.0152
2019-05-31,"Dolar",5.9235
2019-06-03,"Dolar",5.8613
2019-06-07,"Dolar",5.8613
2019-06-10,"Dolar",5.8354
2019-06-11,"Dolar",5.807
2019-06-12,"Dolar",5.7791
2019-06-13,"Dolar",5.7997
2019-06-14,"Dolar",5.8264
2019-06-17,"Dolar",5.8826
2019-06-18,"Dolar",5.8704
2019-06-19,"Dolar",5.841
2019-06-20,"Dolar",5.8518
2019-06-21,"Dolar",5.7311
2019-06-24,"Dolar",5.7915
2019-06-25,"Dolar",5.7444
2019-06-26,"Dolar",5.7904
2019-06-27,"Dolar",5.763
2019-06-28,"Dolar",5.7665
2019-07-01,"Dolar",5.7551
2019-07-02,"Dolar",5.6792
2019-07-03,"Dolar",5.6669
2019-07-04,"Dolar",5.6292
2019-07-05,"Dolar",5.5934
2019-07-08,"Dolar",5.6007
2019-07-09,"Dolar",5.7227
2019-07-10,"Dolar",5.7122
2019-07-11,"Dolar",5.7381
2019-07-12,"Dolar",5.6665
2019-07-16,"Dolar",5.6916
2019-07-17,"Dolar",5.7027
2019-07-18,"Dolar",5.6929
2019-07-19,"Dolar",5.6912
2019-07-22,"Dolar",5.6316
2019-07-23,"Dolar",5.6684
2019-07-24,"Dolar",5.6784
2019-07-25,"Dolar",5.7135
2019-07-26,"Dolar",5.6991
2019-07-29,"Dolar",5.6564
2019-07-30,"Dolar",5.6272
2019-07-31,"Dolar",5.5709
2019-08-01,"Dolar",5.5227
2019-08-02,"Dolar",5.5815
2019-08-05,"Dolar",5.5809
2019-08-06,"Dolar",5.556
2019-08-07,"Dolar",5.5315
2019-08-08,"Dolar",5.4858
2019-08-09,"Dolar",5.4744
2019-08-15,"Dolar",5.4809
2019-08-16,"Dolar",5.5714
2019-08-19,"Dolar",5.5398
2019-08-20,"Dolar",5.5775
2019-08-21,"Dolar",5.7046
2019-08-22,"Dolar",5.7096
2019-08-23,"Dolar",5.7478
2019-08-26,"Dolar",5.7538
2019-08-27,"Dolar",5.8029
2019-08-28,"Dolar",5.8257
2019-08-29,"Dolar",5.7994
2019-09-02,"Dolar",5.814
2019-09-03,"Dolar",5.8044
2019-09-04,"Dolar",5.7726
2019-09-05,"Dolar",5.6656
2019-09-06,"Dolar",5.6746
2019-09-09,"Dolar",5.6932
2019-09-10,"Dolar",5.7215
2019-09-11,"Dolar",5.7568
2019-09-12,"Dolar",5.7711
2019-09-13,"Dolar",5.7283
2019-09-16,"Dolar",5.6665
2019-09-17,"Dolar",5.7125
2019-09-18,"Dolar",5.7227
2019-09-19,"Dolar",5.6785
2019-09-20,"Dolar",5.6917
2019-09-23,"Dolar",5.6889
2019-09-24,"Dolar",5.7183
2019-09-25,"Dolar",5.6743
2019-09-26,"Dolar",5.6882
2019-09-27,"Dolar",5.6659
2019-09-30,"Dolar",5.6591
2019-10-01,"Dolar",5.6437
2019-10-02,"Dolar",5.6752
2019-10-03,"Dolar",5.728
2019-10-04,"Dolar",5.6854
2019-10-07,"Dolar",5.6894
2019-10-08,"Dolar",5.7343
2019-10-09,"Dolar",5.816
2019-10-10,"Dolar",5.8276
2019-10-11,"Dolar",5.8704
2019-10-14,"Dolar",5.8417
2019-10-15,"Dolar",5.9103
2019-10-16,"Dolar",5.8881
2019-10-17,"Dolar",5.8915
2019-10-18,"Dolar",5.8806
2019-10-21,"Dolar",5.769
2019-10-22,"Dolar",5.8124
2019-10-23,"Dolar",5.8303
2019-10-24,"Dolar",5.7712
2019-10-25,"Dolar",5.7417
2019-10-28,"Dolar",5.7584
2019-10-30,"Dolar",5.7584
2019-10-31,"Dolar",5.7363
2019-11-01,"Dolar",5.7083
2019-11-04,"Dolar",5.7188
2019-11-05,"Dolar",5.6832
2019-11-06,"Dolar",5.7282
2019-11-07,"Dolar",5.748
2019-11-08,"Dolar",5.7366
2019-11-11,"Dolar",5.7429
2019-11-12,"Dolar",5.7704
2019-11-13,"Dolar",5.7665
2019-11-14,"Dolar",5.7573
2019-11-15,"Dolar",5.757
2019-11-18,"Dolar",5.747
2019-11-19,"Dolar",5.7303
2019-11-20,"Dolar",5.7153
2019-11-21,"Dolar",5.6964
2019-11-22,"Dolar",5.6896
2019-11-25,"Dolar",5.6919
2019-11-26,"Dolar",5.7191
2019-11-27,"Dolar",5.7383
2019-11-28,"Dolar",5.7528
2019-11-29,"Dolar",5.7579
2019-12-02,"Dolar",5.7403
2019-12-03,"Dolar",5.7426
2019-12-04,"Dolar",5.7365
2019-12-05,"Dolar",5.736
2019-12-06,"Dolar",5.7488
2019-12-09,"Dolar",5.7479
2019-12-10,"Dolar",5.7905
2019-12-11,"Dolar",5.7987
2019-12-12,"Dolar",5.7982
2019-12-13,"Dolar",5.7875
2019-12-16,"Dolar",5.7726
2019-12-17,"Dolar",5.8344
2019-12-18,"Dolar",5.8558
2019-12-19,"Dolar",5.8991
2019-12-20,"Dolar",5.9252
2019-12-23,"Dolar",5.9115
2019-12-24,"Dolar",5.9291
2019-12-25,"Dolar",5.9364
2019-12-26,"Dolar",5.9293
2019-12-27,"Dolar",5.9302
2019-12-30,"Dolar",5.937
2019-12-31,"Dolar",5.9402
2020-01-02,"Dolar",5.94
2020-01-03,"Dolar",5.9478
2020-01-06,"Dolar",5.9627
2020-01-07,"Dolar",5.9658
2020-01-08,"Dolar",5.9594
2020-01-09,"Dolar",5.9571
2020-01-10,"Dolar",5.881
2020-01-13,"Dolar",5.8713
2020-01-14,"Dolar",5.8529
2020-01-15,"Dolar",5.8811
2020-01-16,"Dolar",5.8827
2020-01-17,"Dolar",5.8684
2020-01-20,"Dolar",5.8564
2020-01-21,"Dolar",5.8979
2020-01-22,"Dolar",5.9191
2020-01-23,"Dolar",5.9293
2020-01-24,"Dolar",5.9152
2020-01-27,"Dolar",5.9288
2020-01-28,"Dolar",5.9371
2020-01-29,"Dolar",5.9334
2020-01-30,"Dolar",5.9405
2020-01-31,"Dolar",5.9716
2020-02-03,"Dolar",5.9726
2020-02-04,"Dolar",5.9755
2020-02-05,"Dolar",5.9714
2020-02-06,"Dolar",5.976
2020-02-07,"Dolar",5.9783
2020-02-10,"Dolar",5.9776
2020-02-11,"Dolar",5.9951
2020-02-12,"Dolar",6.0271
2020-02-13,"Dolar",6.0215
2020-02-14,"Dolar",6.0459
2020-02-17,"Dolar",6.047
2020-02-18,"Dolar",6.0351
2020-02-19,"Dolar",6.0578
2020-02-20,"Dolar",6.0581
2020-02-21,"Dolar",6.0824
2020-02-24,"Dolar",6.1023
2020-02-25,"Dolar",6.1383
2020-02-26,"Dolar",6.1218
2020-02-27,"Dolar",6.1463
2020-02-28,"Dolar",6.1593
2020-03-02,"Dolar",6.2259
2020-03-03,"Dolar",6.2192
2020-03-04,"Dolar",6.1943
2020-03-05,"Dolar",6.0904
2020-03-06,"Dolar",6.0772
2020-03-09,"Dolar",6.0821
2020-03-10,"Dolar",6.1098
2020-03-11,"Dolar",6.1151
2020-03-12,"Dolar",6.1502
2020-03-13,"Dolar",6.2264
2020-03-16,"Dolar",6.2711
2020-03-17,"Dolar",6.3628
2020-03-18,"Dolar",6.4528
2020-03-19,"Dolar",6.4512
2020-03-20,"Dolar",6.5154
2020-03-23,"Dolar",6.4839
2020-03-24,"Dolar",6.5864
2020-03-25,"Dolar",6.4943
2020-03-26,"Dolar",6.4024
2020-03-27,"Dolar",6.456
2020-03-30,"Dolar",6.4346
2020-03-31,"Dolar",6.516
2020-04-01,"Dolar",6.5696
2020-04-02,"Dolar",6.6428
2020-04-03,"Dolar",6.6672
2020-04-06,"Dolar",6.6903
2020-04-07,"Dolar",6.7549
2020-04-08,"Dolar",6.7375
2020-04-09,"Dolar",6.7705
2020-04-10,"Dolar",6.7382
2020-04-13,"Dolar",6.6877
2020-04-14,"Dolar",6.7618
2020-04-15,"Dolar",6.7752
2020-04-16,"Dolar",6.8505
2020-04-17,"Dolar",6.9073
2020-04-20,"Dolar",6.913
2020-04-21,"Dolar",6.9082
2020-04-22,"Dolar",6.9593
2020-04-24,"Dolar",6.9708
2020-04-27,"Dolar",6.9589
2020-04-28,"Dolar",6.9675
2020-04-29,"Dolar",6.9881
2020-04-30,"Dolar",6.9787
2020-05-04,"Dolar",6.9719
2020-05-05,"Dolar",7.0151
2020-05-06,"Dolar",7.055
2020-05-07,"Dolar",7.1334
2020-05-08,"Dolar",7.2209
2020-05-11,"Dolar",7.096
2010-05-11,"Euro",1.9663
2010-05-12,"Euro",1.9411
2010-05-13,"Euro",1.9294
2010-05-14,"Euro",1.905
2010-05-17,"Euro",1.9023
2010-05-18,"Euro",1.8939
2010-05-20,"Euro",1.8978
2010-05-21,"Euro",1.9439
2010-05-24,"Euro",1.9717
2010-05-25,"Euro",1.9426
2010-05-26,"Euro",1.9404
2010-05-27,"Euro",1.9359
2010-05-28,"Euro",1.9155
2010-05-31,"Euro",1.9216
2010-06-01,"Euro",1.9273
2010-06-02,"Euro",1.9208
2010-06-03,"Euro",1.9235
2010-06-04,"Euro",1.9214
2010-06-07,"Euro",1.917
2010-06-08,"Euro",1.9056
2010-06-09,"Euro",1.9071
2010-06-10,"Euro",1.9068
2010-06-11,"Euro",1.9142
2010-06-14,"Euro",1.9064
2010-06-15,"Euro",1.9084
2010-06-16,"Euro",1.9193
2010-06-17,"Euro",1.9177
2010-06-18,"Euro",1.9216
2010-06-21,"Euro",1.9189
2010-06-22,"Euro",1.9155
2010-06-23,"Euro",1.9099
2010-06-24,"Euro",1.9134
2010-06-25,"Euro",1.9307
2010-06-28,"Euro",1.9373
2010-06-29,"Euro",1.9327
2010-06-30,"Euro",1.9217
2010-07-01,"Euro",1.9292
2010-07-02,"Euro",1.94
2010-07-05,"Euro",1.9621
2010-07-06,"Euro",1.953
2010-07-07,"Euro",1.9533
2010-07-08,"Euro",1.954
2010-07-09,"Euro",1.9543
2010-07-12,"Euro",1.9554
2010-07-13,"Euro",1.949
2010-07-14,"Euro",1.9474
2010-07-15,"Euro",1.9523
2010-07-16,"Euro",1.9601
2010-07-19,"Euro",1.9779
2010-07-20,"Euro",1.9857
2010-07-21,"Euro",1.977
2010-07-22,"Euro",1.9524
2010-07-23,"Euro",1.9478
2010-07-26,"Euro",1.9528
2010-07-27,"Euro",1.9536
2010-07-28,"Euro",1.9576
2010-07-29,"Euro",1.955
2010-07-30,"Euro",1.9644
2010-08-02,"Euro",1.9596
2010-08-03,"Euro",1.9499
2010-08-04,"Euro",1.9657
2010-08-05,"Euro",1.9728
2010-08-06,"Euro",1.9713
2010-08-09,"Euro",1.9651
2010-08-10,"Euro",1.9662
2010-08-11,"Euro",1.9608
2010-08-12,"Euro",1.9587
2010-08-13,"Euro",1.947
2010-08-16,"Euro",1.9325
2010-08-17,"Euro",1.9291
2010-08-18,"Euro",1.9205
2010-08-19,"Euro",1.9196
2010-08-20,"Euro",1.9166
2010-08-23,"Euro",1.9212
2010-08-24,"Euro",1.9194
2010-08-25,"Euro",1.9245
2010-08-26,"Euro",1.9237
2010-08-27,"Euro",1.9275
2010-08-31,"Euro",1.9268
2010-09-01,"Euro",1.9278
2010-09-02,"Euro",1.9361
2010-09-03,"Euro",1.9298
2010-09-06,"Euro",1.9241
2010-09-07,"Euro",1.9252
2010-09-08,"Euro",1.9179
2010-09-13,"Euro",1.9179
2010-09-14,"Euro",1.9068
2010-09-15,"Euro",1.9194
2010-09-16,"Euro",1.9292
2010-09-17,"Euro",1.9387
2010-09-20,"Euro",1.9526
2010-09-21,"Euro",1.9489
2010-09-22,"Euro",1.9486
2010-09-23,"Euro",1.9717
2010-09-24,"Euro",1.9753
2010-09-27,"Euro",1.9803
2010-09-28,"Euro",1.9778
2010-09-29,"Euro",1.9724
2010-09-30,"Euro",1.9754
2010-10-01,"Euro",1.9693
2010-10-04,"Euro",1.9751
2010-10-05,"Euro",1.9721
2010-10-06,"Euro",1.9843
2010-10-07,"Euro",1.9596
2010-10-08,"Euro",1.9726
2010-10-11,"Euro",1.9746
2010-10-12,"Euro",1.9575
2010-10-13,"Euro",1.9583
2010-10-14,"Euro",1.9643
2010-10-15,"Euro",1.9604
2010-10-18,"Euro",1.9718
2010-10-19,"Euro",1.9689
2010-10-20,"Euro",1.9685
2010-10-21,"Euro",1.9662
2010-10-22,"Euro",1.9807
2010-10-25,"Euro",1.9781
2010-10-26,"Euro",1.9767
2010-10-27,"Euro",1.9698
2010-10-28,"Euro",1.9746
2010-11-01,"Euro",1.9746
2010-11-02,"Euro",1.9805
2010-11-03,"Euro",1.973
2010-11-04,"Euro",1.968
2010-11-05,"Euro",1.976
2010-11-08,"Euro",1.9673
2010-11-09,"Euro",1.954
2010-11-10,"Euro",1.9512
2010-11-11,"Euro",1.9392
2010-11-12,"Euro",1.9416
2010-11-15,"Euro",1.953
2010-11-22,"Euro",1.953
2010-11-23,"Euro",1.9686
2010-11-24,"Euro",1.9743
2010-11-25,"Euro",1.9707
2010-11-26,"Euro",1.9578
2010-11-29,"Euro",1.9624
2010-11-30,"Euro",1.9624
2010-12-01,"Euro",1.9535
2010-12-02,"Euro",1.9492
2010-12-03,"Euro",1.9504
2010-12-06,"Euro",1.9517
2010-12-07,"Euro",1.9629
2010-12-08,"Euro",1.9628
2010-12-09,"Euro",1.9609
2010-12-10,"Euro",1.9727
2010-12-13,"Euro",1.9788
2010-12-14,"Euro",1.9829
2010-12-15,"Euro",2.0095
2010-12-16,"Euro",2.0138
2010-12-17,"Euro",2.0063
2010-12-20,"Euro",2.0212
2010-12-21,"Euro",2.0343
2010-12-22,"Euro",2.039
2010-12-23,"Euro",2.0314
2010-12-24,"Euro",2.0225
2010-12-27,"Euro",2.0204
2010-12-28,"Euro",2.026
2010-12-29,"Euro",2.0406
2010-12-30,"Euro",2.0437
2010-12-31,"Euro",2.0491
2011-01-03,"Euro",2.0551
2011-01-04,"Euro",2.0606
