"Tarih","ToplamÝþlemHacmi"
"27-12-2017",6040956.63893
"28-12-2017",6704056.33364
"29-12-2017",6614704.38905
"02-01-2018",8984026.16009
"03-01-2018",9848620.61077
"04-01-2018",9585293.11902
"05-01-2018",8313028.17895
"09-01-2018",7673478.00832
"10-01-2018",8459373.02147
"11-01-2018",8352088.37582
"12-01-2018",8454197.00235
"15-01-2018",8571569.91841
"16-01-2018",9616637.86498
"17-01-2018",9278966.90298
"18-01-2018",8953673.03823
"19-01-2018",8109290.0808
"22-01-2018",7269083.77929
"23-01-2018",8647077.26493
"24-01-2018",9804161.88421
"25-01-2018",9194810.56512
"26-01-2018",8236798.96892
"29-01-2018",8309648.98222
"30-01-2018",8625699.53529
"31-01-2018",8854109.72818
"01-02-2018",8445514.35639
"02-02-2018",6333399.9501
"05-02-2018",7421873.92849
"06-02-2018",8938410.13548
"07-02-2018",8312336.47004
"08-02-2018",8599175.14172
"09-02-2018",7560724.95828
"12-02-2018",6729992.56851
"13-02-2018",6784532.30047
"14-02-2018",7129839.00478
"15-02-2018",7454588.59383
"16-02-2018",6956369.23711
"19-02-2018",7447659.91588
"20-02-2018",7467940.55477
"21-02-2018",7611257.68444
"22-02-2018",7548393.70805
"23-02-2018",6700940.16524
"26-02-2018",7140536.89925
"27-02-2018",7357647.96653
"28-02-2018",7314718.99641
"01-03-2018",8198878.81596
"02-03-2018",7058242.56658
"05-03-2018",6029533.13815
"06-03-2018",8497588.80766
"07-03-2018",6608148.37391
"08-03-2018",6096507.54675
"09-03-2018",6248530.27107
"12-03-2018",7690000.5241
"13-03-2018",8084384.93875
"14-03-2018",7802753.06048
"15-03-2018",6820095.85231
"16-03-2018",7091385.78951
"19-03-2018",6295760.91045
"20-03-2018",8504582.26899
"21-03-2018",8418823.46326
"22-03-2018",8553754.56415
"23-03-2018",8668637.85887
"26-03-2018",9308120.88472
"27-03-2018",8182039.39715
"28-03-2018",8784827.46631
"29-03-2018",7149069.3396
"30-03-2018",5381904.57509
"02-04-2018",4925481.81068
"03-04-2018",7252340.17449
"04-04-2018",7279866.13831
"05-04-2018",9269929.46504
"06-04-2018",7834529.84437
"09-04-2018",8158729.4289
"10-04-2018",9145293.83089
"11-04-2018",10057923.02076
"12-04-2018",8295699.67175
"13-04-2018",6418342.55364
"16-04-2018",6895375.63533
"17-04-2018",11116762.425475
"18-04-2018",11501732.26982
"19-04-2018",8647257.69866
"20-04-2018",7030681.39067
"24-04-2018",6570333.08777
"25-04-2018",8789772.36929
"26-04-2018",6551380.69032
"27-04-2018",7488726.18688
"30-04-2018",7000780.15196
"02-05-2018",8406011.44782
"03-05-2018",7744603.31572
"04-05-2018",7913997.44649
"07-05-2018",5428256.18867
"08-05-2018",7408520.13478
"09-05-2018",7827293.42399
"10-05-2018",7479127.95472
"11-05-2018",6361746.07449
"14-05-2018",6042360.13175
"15-05-2018",7797983.35295
"16-05-2018",7508756.46473
"17-05-2018",6854181.01582
"18-05-2018",5534255.3636
"21-05-2018",5986943.02672
"22-05-2018",6935193.96031
"23-05-2018",7895363.97649
"24-05-2018",8906454.66366
"25-05-2018",7583299.58756
"28-05-2018",7504735.85849
"29-05-2018",7264244.42803
"30-05-2018",8326189.36475
"31-05-2018",9171118.29432
"01-06-2018",8771088.19762
"04-06-2018",7241536.99693
"05-06-2018",9200555.60195
"06-06-2018",7705535.80771
"07-06-2018",9603030.66926
"08-06-2018",8035919.43209
"11-06-2018",8921203.28535
"12-06-2018",6383700.29629
"13-06-2018",6149425.92597
"14-06-2018",3343716.17793
"18-06-2018",5179942.43594
"19-06-2018",6921739.78562
"20-06-2018",6329080.53713
"21-06-2018",5751720.47759
"22-06-2018",5288142.08404
"25-06-2018",9386899.83667
"26-06-2018",6719021.76816
"27-06-2018",8394796.42345
"28-06-2018",8125365.88421
"29-06-2018",7246820.69135
"02-07-2018",7136510.88053
"03-07-2018",6752710.58423
"04-07-2018",5968294.72573
"05-07-2018",8776128.94717
"06-07-2018",8645869.76379
"09-07-2018",10763851.20506
"10-07-2018",12496310.20879
"11-07-2018",12594488.06559
"12-07-2018",13275594.54099
"13-07-2018",7668367.42325
"16-07-2018",8192846.70312
"17-07-2018",9992162.50434
"18-07-2018",12371197.14975
"19-07-2018",8990992.61769
"20-07-2018",7677599.97991
"23-07-2018",8884094.29111
"24-07-2018",11139451.77212
"25-07-2018",12145723.879715
"26-07-2018",11534981.59346
"27-07-2018",8866712.86286
"30-07-2018",8222506.38551
"31-07-2018",8933391.17448
"01-08-2018",8380825.51409
"02-08-2018",7946361.33077
"03-08-2018",8591167.2296
"06-08-2018",7709831.62745
"07-08-2018",9644175.64439
"08-08-2018",8642643.88896
"09-08-2018",15304300.31827
"10-08-2018",16460763.44861
"13-08-2018",16279513.04337
"14-08-2018",11942075.13787
"15-08-2018",11854729.35661
"16-08-2018",8974633.30545
"17-08-2018",8360520.1794
"20-08-2018",2384130.96317
"27-08-2018",6144414.39049
"28-08-2018",7894258.59872
"29-08-2018",7279283.91897
"31-08-2018",6839068.38066
"03-09-2018",7606038.23846
"04-09-2018",6890532.0558
"05-09-2018",7219984.04615
"06-09-2018",6033017.02846
"07-09-2018",6611582.73828
"10-09-2018",6185393.38978
"11-09-2018",6318479.73188
"12-09-2018",7838227.18354
"13-09-2018",10872851.27981
"14-09-2018",10167006.33494
"17-09-2018",7227470.35584
"18-09-2018",7296850.06306
"19-09-2018",9467055.97738
"20-09-2018",11529827.65056
"21-09-2018",8587646.13013
"24-09-2018",11557385.19639
"25-09-2018",11103724.18393
"26-09-2018",7187570.66689
"27-09-2018",12035979.86282
"28-09-2018",10837815.35197
"01-10-2018",9753875.87116
"02-10-2018",8224026.30926
"03-10-2018",8168745.2789
"04-10-2018",7972223.41509
"05-10-2018",7917318.70958
"08-10-2018",8324088.61747
"09-10-2018",9610302.76085
"10-10-2018",8990430.18149
"11-10-2018",7946413.35855
"12-10-2018",11173258.92059
"15-10-2018",10484347.54243
"16-10-2018",9529266.60081
"17-10-2018",10339044.00867
"18-10-2018",8856099.34777
"19-10-2018",7985553.54848
"22-10-2018",6960555.85902
"23-10-2018",7992054.37419
"24-10-2018",6360079.41471
"25-10-2018",6769436.48161
"26-10-2018",6426172.68156
"30-10-2018",7591358.79362
"31-10-2018",8189190.64744
"01-11-2018",7434634.3307
"02-11-2018",9683683.76185
"05-11-2018",8354703.61967
"06-11-2018",8328544.17651
"07-11-2018",8263519.05016
"08-11-2018",8482256.27284
"09-11-2018",7469618.18523
"12-11-2018",6537357.42324
"13-11-2018",7426809.8681
"14-11-2018",8483225.43644
"15-11-2018",8086800.14862
"16-11-2018",6290205.80554
"19-11-2018",6584821.13176
"20-11-2018",7447744.34976
"21-11-2018",7052499.40079
"22-11-2018",5394946.61602
"23-11-2018",5793903.15654
"26-11-2018",8205242.85546
"27-11-2018",7972169.31584
"28-11-2018",7066983.33305
"29-11-2018",7546155.93449
"30-11-2018",8777988.36511
"03-12-2018",7989693.87623
"04-12-2018",7829438.92494
"05-12-2018",7154078.73898
"06-12-2018",6479600.6198
"07-12-2018",6184334.39708
"10-12-2018",5222499.9192
"11-12-2018",5944053.78849
"12-12-2018",7496264.03621
"13-12-2018",5737913.47552
"14-12-2018",5614912.71689
"17-12-2018",4488235.93479
"18-12-2018",5433585.43917
"19-12-2018",6212070.05427
"20-12-2018",6152288.95822
"21-12-2018",6261034.79135
"24-12-2018",4113847.04333
"25-12-2018",2816798.74507
"27-12-2018",4367727.40529
"28-12-2018",3814241.90296
"31-12-2018",2755492.51643
"02-01-2019",4776587.31125
"03-01-2019",5765657.73199
"04-01-2019",5381225.86053
"07-01-2019",5552836.78034
"08-01-2019",5933409.51973
"09-01-2019",6472939.44543
"10-01-2019",6452752.3033
"11-01-2019",5757925.92552
"14-01-2019",5773345.02722
"15-01-2019",7207466.37964
"16-01-2019",9554522.26246
"17-01-2019",10304927.01575
"18-01-2019",8699172.55771
"21-01-2019",9210620.89394
"22-01-2019",8785805.97774
"23-01-2019",9469562.7266
"24-01-2019",9830631.97594
"25-01-2019",8319480.6142
"28-01-2019",8406802.77191
"29-01-2019",9758076.83944
"30-01-2019",11484168.4732
"31-01-2019",11242160.4574
"01-02-2019",7956972.90965
"04-02-2019",6650843.95297
"05-02-2019",8996280.0864
"06-02-2019",8000284.9703
"07-02-2019",7705364.99965
"08-02-2019",6250657.87504
"11-02-2019",8161457.04061
"12-02-2019",9189992.90783
"13-02-2019",9033932.53985
"14-02-2019",9972013.73977
"15-02-2019",7967995.44954
"18-02-2019",8099306.8959
"22-02-2019",7769613.40645
"25-02-2019",9510044.68396
"26-02-2019",8491671.94165
"27-02-2019",8321737.12349
"28-02-2019",8509777.995
"01-03-2019",8048570.58594
"04-03-2019",7839186.14241
"05-03-2019",10841894.70471
"06-03-2019",8462706.59047
"07-03-2019",9073377.55555
"08-03-2019",7417123.238155
"11-03-2019",7371440.8587
"12-03-2019",7710663.88669
"13-03-2019",7978566.33845
"14-03-2019",7198521.08514
"15-03-2019",8546713.55943
"18-03-2019",8647628.00183
"19-03-2019",10494394.62531
"20-03-2019",9209705.8465
"21-03-2019",9518221.5716
"22-03-2019",10326803.99614
"25-03-2019",9681933.22094
"26-03-2019",9188075.16898
"27-03-2019",12137770.64199
"28-03-2019",12300683.88975
"29-03-2019",7942194.99185
"01-04-2019",9158343.78247
"02-04-2019",7530105.16211
"03-04-2019",6680323.17779
"04-04-2019",8994021.43541
"05-04-2019",9369625.00844
"08-04-2019",6792625.50967
"09-04-2019",7186353.52511
"10-04-2019",7049583.54619
"11-04-2019",6111638.06442
"12-04-2019",5326436.78628
"15-04-2019",5211607.65741
"16-04-2019",6794913.75511
"17-04-2019",7473132.86515
"18-04-2019",6025006.80789
"19-04-2019",2967804.18202
"22-04-2019",2885792.16291
"24-04-2019",6213569.32167
"25-04-2019",6704450.54927
"26-04-2019",5447886.45162
"29-04-2019",5514195.18025
"30-04-2019",6969242.59733
"02-05-2019",6050094.05938
"03-05-2019",4630522.41023
"06-05-2019",4915541.47177
"07-05-2019",6295709.24551
"08-05-2019",6669731.68396
"09-05-2019",5806912.76271
"10-05-2019",6424780.46321
"13-05-2019",7312443.80388
"14-05-2019",7376311.07243
"15-05-2019",6450741.72537
"16-05-2019",6912307.66077
"17-05-2019",6417808.10067
"20-05-2019",5458899.15325
"21-05-2019",6033636.65916
"22-05-2019",5960017.48166
"23-05-2019",5846513.91979
"24-05-2019",6989629.94662
"27-05-2019",4460469.90907
"28-05-2019",7484412.64563
"29-05-2019",5904184.5514
"30-05-2019",7288068.3345
"31-05-2019",6032938.34094
"03-06-2019",2008453.432
"07-06-2019",6052478.15614
"10-06-2019",7682648.94762
"11-06-2019",7590657.98333
"12-06-2019",6683283.20405
"13-06-2019",5865134.65082
"14-06-2019",5994976.48741
"17-06-2019",6674767.84547
"18-06-2019",7911619.67785
"19-06-2019",8281470.15278
"20-06-2019",10113459.98623
"21-06-2019",7073489.06822
"24-06-2019",7939510.0888
"25-06-2019",7765330.62127
"26-06-2019",6484945.66206
"27-06-2019",6602286.16351
"28-06-2019",6744127.62566
"01-07-2019",9501748.70928
"02-07-2019",8853384.47164
"03-07-2019",7433661.22826
"04-07-2019",6269506.14508
"05-07-2019",8413146.91952
"08-07-2019",7183824.5668
"09-07-2019",8736624.12798
"10-07-2019",8806475.05776
"11-07-2019",7600995.55135
"12-07-2019",7760229.44478
"16-07-2019",6467031.52566
"17-07-2019",7911834.20085
"18-07-2019",8936568.04557
"19-07-2019",9040981.61259
"22-07-2019",5671225.10885
"23-07-2019",7152228.23753
"24-07-2019",7340852.1246
"25-07-2019",10055991.09338
"26-07-2019",7444618.72352
"29-07-2019",7347535.73351
"30-07-2019",7930166.79108
"31-07-2019",7791792.64421
"01-08-2019",7345671.22398
"02-08-2019",6687726.75196
"05-08-2019",6063997.2472
"06-08-2019",6403445.13664
"07-08-2019",8192921.91325
"08-08-2019",7490309.90408
"09-08-2019",7119441.8867
"15-08-2019",7411558.53955
"16-08-2019",7273226.87132
"19-08-2019",6226482.21392
"20-08-2019",7095652.13851
"21-08-2019",7549833.29001
"22-08-2019",7415046.9616
"23-08-2019",7248814.62956
"26-08-2019",6886233.19407
"27-08-2019",8643686.00926
"28-08-2019",7548065.50745
"29-08-2019",7264312.36365
"02-09-2019",7125148.15163
"03-09-2019",9174011.32904
"04-09-2019",8912908.48316
"05-09-2019",9417744.21652
"06-09-2019",8440439.29318
"09-09-2019",9753282.91426
"10-09-2019",9741822.45727
"11-09-2019",9198523.37726
"12-09-2019",11108501.40863
"13-09-2019",8868804.37937
"16-09-2019",9095977.52428
"17-09-2019",11309151.77098
"18-09-2019",9437720.62068
"19-09-2019",9745191.42541
"20-09-2019",9804694.55228
"23-09-2019",7266860.96
"24-09-2019",8879573.78402
"25-09-2019",8463392.42215
"26-09-2019",8316900.37667
"27-09-2019",12983244.94684
"30-09-2019",11330242.76337
"01-10-2019",11002604.32038
"02-10-2019",10037806.94376
"03-10-2019",9954108.35323
"04-10-2019",9389992.35019
"07-10-2019",13985714.98524
"08-10-2019",14302175.70926
"09-10-2019",11088004.33969
"10-10-2019",11103507.33049
"11-10-2019",9420376.55015
"14-10-2019",11717840.09092
"15-10-2019",8527690.39984
"16-10-2019",6280577.88406
"17-10-2019",6397304.34099
"18-10-2019",7910846.21933
"21-10-2019",6738801.62284
"22-10-2019",8073372.42466
"23-10-2019",9685857.88387
"24-10-2019",10448022.73797
"28-10-2019",3035287.28571
"30-10-2019",8435523.581746
"31-10-2019",7563742.07187
"01-11-2019",7243304.81404
"04-11-2019",7958967.35914
"05-11-2019",8241834.72837
"06-11-2019",9328723.71383
"07-11-2019",11745107.94786
"08-11-2019",11535601.4107
"11-11-2019",10116075.77964
"12-11-2019",12341276.7545
"13-11-2019",11852856.05089
"14-11-2019",12701901.98023
"15-11-2019",10098425.68717
"18-11-2019",12853127.66311
"19-11-2019",12823443.02708
"20-11-2019",13173353.93894
"21-11-2019",10321090.54274
"22-11-2019",10182454.90247
"25-11-2019",13267076.92586
"26-11-2019",13227937.42842
"27-11-2019",11357318.6668
"28-11-2019",10387655.58773
"29-11-2019",11028625.60646
"02-12-2019",12507793.82982
"03-12-2019",15437515.19269
"04-12-2019",12230967.15744
"05-12-2019",14202439.34245
"06-12-2019",12912028.90386
"09-12-2019",12290013.31713
"10-12-2019",12683229.96602
"11-12-2019",10521449.75315
"12-12-2019",13917626.08215
"13-12-2019",15861215.56568
"16-12-2019",12835078.14977
"17-12-2019",13593960.96792
"18-12-2019",11243631.22509
"19-12-2019",9951901.13056
"20-12-2019",13234426.36193
"23-12-2019",13512019.00089
"24-12-2019",12816605.33357
"25-12-2019",8498040.26531
"26-12-2019",11537224.3615
"27-12-2019",12077680.35824
"30-12-2019",13383950.45696
"31-12-2019",12335663.06203
"02-01-2020",15683891.82978
"03-01-2020",19255767.92001
"06-01-2020",13957520.17817
"07-01-2020",12867463.76916
"08-01-2020",15473951.66378
"09-01-2020",20166440.05107
"10-01-2020",20064326.39813
"13-01-2020",20245775.43653
"14-01-2020",20981924.25984
"15-01-2020",19974118.35911
"16-01-2020",22699550.84991
"17-01-2020",14894646.9538
"20-01-2020",16645840.06884
"21-01-2020",18467364.34902
"22-01-2020",20552021.55502
"23-01-2020",19610600.60088
"24-01-2020",19662978.13607
"27-01-2020",19073335.53242
"28-01-2020",18143295.71562
"29-01-2020",17104430.10025
"30-01-2020",15792859.25141
"31-01-2020",18711051.0007
"03-02-2020",16048662.70228
"04-02-2020",17685567.21914
"05-02-2020",22330468.05801
"06-02-2020",20298519.18479
"07-02-2020",16329068.2941
"10-02-2020",21966624.3279
"11-02-2020",19515198.73762
"12-02-2020",24968352.32052
"13-02-2020",20725459.21112
"14-02-2020",20004309.6583
"17-02-2020",20728095.68083
"18-02-2020",20627507.21347
"19-02-2020",21865653.22648
"20-02-2020",23821620.05398
"21-02-2020",19837763.79121
"24-02-2020",16427308.31689
"25-02-2020",18771354.81664
"26-02-2020",18769275.42095
"27-02-2020",18255753.33548
"28-02-2020",12657460.98043
"02-03-2020",11069031.75914
"03-03-2020",14026507.36258
"04-03-2020",15467822.1879
"05-03-2020",11402228.54743
"06-03-2020",10996106.56384
"09-03-2020",11452831.70137
"10-03-2020",13010753.59652
"11-03-2020",13383456.66275
"12-03-2020",12083828.92094
"13-03-2020",13576708.51274
"16-03-2020",7843136.0873
"17-03-2020",11322377.7032
"18-03-2020",9551556.27486
"19-03-2020",9732255.19786
"20-03-2020",9544842.33126
"23-03-2020",10450362.44398
"24-03-2020",11304527.16787
"25-03-2020",16327486.3767
"26-03-2020",15338330.40082
"27-03-2020",15665688.30775
"30-03-2020",11320577.02538
"31-03-2020",13445998.7351
"01-04-2020",16402430.61608
"02-04-2020",14849601.52739
"03-04-2020",11565976.31279
"06-04-2020",12833321.93688
"07-04-2020",20414117.92877
"08-04-2020",14722954.32488
"09-04-2020",20931967.57458
"10-04-2020",16825459.44265
"13-04-2020",16464067.33906
"14-04-2020",21224236.37947
"15-04-2020",24828131.51062
"16-04-2020",19296724.66468
"17-04-2020",17973821.60547
"20-04-2020",15534977.71434
"21-04-2020",16121761.66252
"22-04-2020",17784519.46294
"24-04-2020",18482984.82753
"27-04-2020",20732393.33293
"28-04-2020",20017159.02494
"29-04-2020",20325952.78174
"30-04-2020",20198559.8447
"04-05-2020",15307182.02848
"05-05-2020",17570254.446
"06-05-2020",18424358.51132
"07-05-2020",18633207.61122
